run_ts,customer_id,churn_proba,churn_label,threshold,model_version,segment,contract_type,tenure_months,monthly_charges,total_charges,payment_method,internet_service,phone_service,online_security,tech_support,paperless_billing,region
2026-03-16T18:47:31.368690+00:00,4183-MYFRB,0.5643664002418518,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8779-QRDMV,0.8819435834884644,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1680-VDCWW,0.07889336347579956,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1066-JKSGK,0.5199421048164368,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3638-WEABW,0.013074328191578388,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6322-HRPFA,0.11938868463039398,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6865-JZNKO,0.13952824473381042,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6467-CHFZW,0.5866240859031677,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8665-UTDHZ,0.5656296610832214,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5248-YGIJN,0.003282594494521618,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8773-HHUOZ,0.2527482807636261,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3841-NFECX,0.009815608151257038,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4929-XIHVW,0.7891063690185547,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6827-IEAUQ,0.03229318931698799,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7310-EGVHZ,0.2702087461948395,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3413-BMNZE,0.5962281227111816,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6234-RAAPL,0.00973063986748457,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6047-YHPVI,0.618033230304718,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6572-ADKRS,0.21709130704402924,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5380-WJKOV,0.3861362040042877,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8168-UQWWF,0.9324036240577698,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8865-TNMNX,0.09884772449731827,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9489-DEDVP,0.04149814322590828,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9867-JCZSP,0.027352407574653625,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4671-VJLCL,0.017879802733659744,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4080-IIARD,0.18574942648410797,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3714-NTNFO,0.4543115198612213,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5948-UJZLF,0.41638287901878357,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7760-OYPDY,0.6619513034820557,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7639-LIAYI,0.021258115768432617,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2954-PIBKO,0.0088703827932477,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8012-SOUDQ,0.306563138961792,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9420-LOJKX,0.7620953917503357,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6575-SUVOI,0.08107257634401321,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7495-OOKFY,0.6187692284584045,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4667-QONEA,0.10016370564699173,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1658-BYGOY,0.6008626222610474,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8769-KKTPH,0.10286589711904526,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5067-XJQFU,0.17275194823741913,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3957-SQXML,0.007695927284657955,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5954-BDFSG,0.032818373292684555,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0434-CSFON,0.5116145610809326,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1215-FIGMP,0.092867910861969,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0526-SXDJP,0.009205959737300873,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0557-ASKVU,0.12905654311180115,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5698-BQJOH,0.6118715405464172,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5122-CYFXA,0.3947945237159729,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8627-ZYGSZ,0.11793050169944763,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3410-YOQBQ,0.01996457390487194,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3170-NMYVV,0.007835634052753448,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7410-OIEDU,0.5611997842788696,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2273-QCKXA,0.20446056127548218,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0731-EBJQB,0.014912576414644718,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1891-QRQSA,0.07326264679431915,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8028-PNXHQ,0.0051092845387756824,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5630-AHZIL,0.1781485229730606,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2673-CXQEU,0.19492881000041962,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6416-JNVRK,0.10579576343297958,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5590-ZSKRV,0.13043618202209473,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0191-ZHSKZ,0.28882861137390137,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3887-PBQAO,0.032796427607536316,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5919-TMRGD,0.9470374584197998,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8108-UXRQN,0.24738577008247375,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9191-MYQKX,0.626782238483429,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9919-YLNNG,0.42324724793434143,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0318-ZOPWS,0.004945223219692707,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4445-ZJNMU,0.9030464291572571,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4808-YNLEU,0.08359742909669876,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1862-QRWPE,0.008627567440271378,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2796-NNUFI,0.0032874844036996365,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3016-KSVCP,0.18350018560886383,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4767-HZZHQ,0.2701672613620758,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2424-WVHPL,0.4938911497592926,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7233-PAHHL,0.007192031014710665,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6067-NGCEU,0.09822642058134079,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9848-JQJTX,0.030962206423282623,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8637-XJIVR,0.5624632239341736,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9803-FTJCG,0.026702173054218292,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0278-YXOOG,0.16688047349452972,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3212-KXOCR,0.021475812420248985,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4598-XLKNJ,0.8144664764404297,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6380-ARCEH,0.36027657985687256,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3679-XASPY,0.3460236191749573,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7123-WQUHX,0.111421599984169,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5386-THSLQ,0.056388385593891144,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3192-NQECA,0.4774918854236603,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6180-YBIQI,0.296891450881958,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6728-DKUCO,0.1768576055765152,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9750-BOOHV,0.07218621671199799,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8597-CWYHH,0.07575871050357819,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2848-YXSMW,0.003053901717066765,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0486-HECZI,0.42298251390457153,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4549-ZDQYY,0.07555869221687317,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5712-AHQNN,0.18589676916599274,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4846-WHAFZ,0.5386992692947388,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5256-SKJGO,0.028443370014429092,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3071-VBYPO,0.5761216878890991,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9560-BBZXK,0.05238888040184975,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5299-RULOA,0.9386507272720337,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8402-OOOHJ,0.0026053080800920725,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9445-ZUEQE,0.22202445566654205,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1091-SOZGA,0.1740996241569519,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2928-HLDBA,0.08490341156721115,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0404-SWRVG,0.6995342969894409,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6497-TILVL,0.23916077613830566,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7219-TLZHO,0.11997604370117188,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4622-YNKIJ,0.024772413074970245,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4412-YLTKF,0.44021907448768616,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6734-PSBAW,0.0014415907207876444,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3930-ZGWVE,0.28807592391967773,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2639-UGMAZ,0.0501457154750824,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2876-GZYZC,0.5515228509902954,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6207-WIOLX,0.19445769488811493,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8587-XYZSF,0.020484814420342445,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3091-FYHKI,0.800014853477478,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2372-HWUHI,0.3643436133861542,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7799-LGRDP,0.015759557485580444,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7850-VWJUU,0.29963213205337524,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3774-VBNXY,0.0038457228802144527,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6217-KDYWC,0.049984827637672424,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0390-DCFDQ,0.7620498538017273,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3146-MSEGF,0.004656868986785412,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4080-OGPJL,0.2180216759443283,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1095-WGNGG,0.07228190451860428,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2636-SJDOU,0.0530073344707489,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1131-QQZEB,0.005234223790466785,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5716-EZXZN,0.037515703588724136,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6837-BJYDQ,0.021229837089776993,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2135-RXIHG,0.7460798025131226,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6440-DKQGE,0.043728433549404144,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3466-BYAVD,0.16682347655296326,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3780-YVMFA,0.25734782218933105,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3874-EQOEP,0.6421834826469421,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1679-JRFBR,0.12944793701171875,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9073-ZZIAY,0.017646843567490578,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3077-RSNTJ,0.07850946485996246,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6551-GNYDG,0.45458805561065674,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9167-APMXZ,0.43639180064201355,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2749-CTKAJ,0.011908892542123795,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6371-NZYEG,0.02841942012310028,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7554-NEWDD,0.017617547884583473,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8992-VONJD,0.25901028513908386,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0867-MKZVY,0.3878780007362366,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4482-EWFMI,0.5737022161483765,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4648-YPBTM,0.014879562892019749,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2907-ILJBN,0.01675429195165634,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6345-FZOQH,0.0030787677969783545,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3376-BMGFE,0.5633468627929688,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5997-OPVFA,0.003538133343681693,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3445-HXXGF,0.4800112843513489,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1159-WFSGR,0.11306548863649368,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7654-YWJUF,0.15807807445526123,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1875-QIVME,0.7435745000839233,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6727-IOTLZ,0.01815779320895672,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0691-JVSYA,0.24305088818073273,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5918-VUKWP,0.01743943616747856,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1744-JHKYS,0.05046360567212105,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2656-FMOKZ,0.6679002642631531,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2070-FNEXE,0.5505689978599548,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5947-SGKCL,0.5345867872238159,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3712-PKXZA,0.011412586085498333,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6317-YPKDH,0.4784892201423645,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6582-OIVSP,0.4752907454967499,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9367-WXLCH,0.6089991331100464,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5524-KHNJP,0.11103314161300659,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1918-ZBFQJ,0.6079360246658325,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1024-GUALD,0.6896566152572632,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4827-USJHP,0.1380327194929123,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8167-GJLRN,0.22978146374225616,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0956-SYCWG,0.017446905374526978,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8017-UVSZU,0.2615037262439728,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7100-FQPRV,0.10921306908130646,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2472-OVKUP,0.8272311091423035,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2984-RGEYA,0.017848612740635872,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9680-NIAUV,0.0074755907990038395,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2146-EGVDT,0.02189980261027813,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2604-IJPDU,0.46857166290283203,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9178-JHUVJ,0.014076360501348972,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6168-YBYNP,0.13300633430480957,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7255-SSFBC,0.007861703634262085,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3645-DEYGF,0.366897314786911,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9323-HGFWY,0.22278368473052979,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8544-GOQSH,0.4732910692691803,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3363-DTIVD,0.07540751993656158,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7018-WBJNK,0.44732457399368286,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9142-KZXOP,0.18771159648895264,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7674-YTAFD,0.1101205125451088,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6348-SNFUS,0.0033188690431416035,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1285-OKIPP,0.9012846946716309,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7825-ECJRF,0.5976746082305908,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,1347-KTTTA,0.09156320244073868,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7841-TZDMQ,0.6008226871490479,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4195-NZGTA,0.5374326109886169,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7157-SMCFK,0.04088119789958,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4709-LKHYG,0.0076731001026928425,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2504-DSHIH,0.3564181923866272,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0699-NDKJM,0.09016463160514832,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9286-BHDQG,0.005333818960934877,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0230-WEQUW,0.010755716823041439,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2040-LDIWQ,0.019062858074903488,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6496-JDSSB,0.6153302192687988,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,9408-SSNVZ,0.6164740324020386,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4443-EMBNA,0.0032988707534968853,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6469-MRVET,0.11456035822629929,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0742-MOABM,0.25001418590545654,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,5961-VUSRV,0.048207227140665054,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6778-JFCMK,0.05573452636599541,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,6341-JVQGF,0.12253192067146301,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2232-DMLXU,0.5063929557800293,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,4811-JBUVU,0.22148804366588593,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,0945-TSONX,0.023195594549179077,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,2651-ZCBXV,0.17874675989151,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,3316-UWXUY,0.1550222635269165,0,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,8937-RDTHP,0.8534581065177917,1,0.5,v1,,,,,,,,,,,,
2026-03-16T18:47:31.368690+00:00,7083-MIOPC,0.0008052759803831577,0,0.5,v1,,,,,,,,,,,,
